date.0,date.1,date.2,date.3,date.4,date.5,date.6,date.7,date.8
1975-09-03,03/09/1975,09/03/1975,"3rd September, 1975","September 3rd, 1975",1975/09/03,"September 3rd, 1975",03-09-1975,03 Sep 1975
2017-07-04,04/07/2017,07/04/2017,"4th July, 2017","July 4th, 2017",2017/07/04,"July 4th, 2017",04-07-2017,04 Jul 2017
1959-06-30,30/06/1959,06/30/1959,"30th June, 1959","June 30th, 1959",1959/06/30,"June 30th, 1959",30-06-1959,30 Jun 1959
2093-05-04,04/05/2093,05/04/2093,"4th May, 2093","May 4th, 2093",2093/05/04,"May 4th, 2093",04-05-2093,04 May 2093
1977-10-11,11/10/1977,10/11/1977,"11th October, 1977","October 11th, 1977",1977/10/11,"October 11th, 1977",11-10-1977,11 Oct 1977
1977-04-12,12/04/1977,04/12/1977,"12th April, 1977","April 12th, 1977",1977/04/12,"April 12th, 1977",12-04-1977,12 Apr 1977
1969-03-07,07/03/1969,03/07/1969,"7th March, 1969","March 7th, 1969",1969/03/07,"March 7th, 1969",07-03-1969,07 Mar 1969
1942-01-09,09/01/1942,01/09/1942,"9th January, 1942","January 9th, 1942",1942/01/09,"January 9th, 1942",09-01-1942,09 Jan 1942
1929-03-07,07/03/1929,03/07/1929,"7th March, 1929","March 7th, 1929",1929/03/07,"March 7th, 1929",07-03-1929,07 Mar 1929
2090-02-13,13/02/2090,02/13/2090,"13th February, 2090","February 13th, 2090",2090/02/13,"February 13th, 2090",13-02-2090,13 Feb 2090
1981-10-05,05/10/1981,10/05/1981,"5th October, 1981","October 5th, 1981",1981/10/05,"October 5th, 1981",05-10-1981,05 Oct 1981
1914-10-05,05/10/1914,10/05/1914,"5th October, 1914","October 5th, 1914",1914/10/05,"October 5th, 1914",05-10-1914,05 Oct 1914
1951-06-08,08/06/1951,06/08/1951,"8th June, 1951","June 8th, 1951",1951/06/08,"June 8th, 1951",08-06-1951,08 Jun 1951
1973-11-26,26/11/1973,11/26/1973,"26th November, 1973","November 26th, 1973",1973/11/26,"November 26th, 1973",26-11-1973,26 Nov 1973
2045-08-19,19/08/2045,08/19/2045,"19th August, 2045","August 19th, 2045",2045/08/19,"August 19th, 2045",19-08-2045,19 Aug 2045
2015-05-12,12/05/2015,05/12/2015,"12th May, 2015","May 12th, 2015",2015/05/12,"May 12th, 2015",12-05-2015,12 May 2015
2031-07-23,23/07/2031,07/23/2031,"23rd July, 2031","July 23rd, 2031",2031/07/23,"July 23rd, 2031",23-07-2031,23 Jul 2031
2034-08-17,17/08/2034,08/17/2034,"17th August, 2034","August 17th, 2034",2034/08/17,"August 17th, 2034",17-08-2034,17 Aug 2034
1964-05-23,23/05/1964,05/23/1964,"23rd May, 1964","May 23rd, 1964",1964/05/23,"May 23rd, 1964",23-05-1964,23 May 1964
1934-07-01,01/07/1934,07/01/1934,"1st July, 1934","July 1st, 1934",1934/07/01,"July 1st, 1934",01-07-1934,01 Jul 1934
1924-09-20,20/09/1924,09/20/1924,"20th September, 1924","September 20th, 1924",1924/09/20,"September 20th, 1924",20-09-1924,20 Sep 1924
2099-05-15,15/05/2099,05/15/2099,"15th May, 2099","May 15th, 2099",2099/05/15,"May 15th, 2099",15-05-2099,15 May 2099
2079-12-02,02/12/2079,12/02/2079,"2nd December, 2079","December 2nd, 2079",2079/12/02,"December 2nd, 2079",02-12-2079,02 Dec 2079
2015-07-28,28/07/2015,07/28/2015,"28th July, 2015","July 28th, 2015",2015/07/28,"July 28th, 2015",28-07-2015,28 Jul 2015
2075-09-27,27/09/2075,09/27/2075,"27th September, 2075","September 27th, 2075",2075/09/27,"September 27th, 2075",27-09-2075,27 Sep 2075
2009-05-24,24/05/2009,05/24/2009,"24th May, 2009","May 24th, 2009",2009/05/24,"May 24th, 2009",24-05-2009,24 May 2009
1935-10-21,21/10/1935,10/21/1935,"21st October, 1935","October 21st, 1935",1935/10/21,"October 21st, 1935",21-10-1935,21 Oct 1935
1994-04-15,15/04/1994,04/15/1994,"15th April, 1994","April 15th, 1994",1994/04/15,"April 15th, 1994",15-04-1994,15 Apr 1994
2040-06-20,20/06/2040,06/20/2040,"20th June, 2040","June 20th, 2040",2040/06/20,"June 20th, 2040",20-06-2040,20 Jun 2040
1902-01-20,20/01/1902,01/20/1902,"20th January, 1902","January 20th, 1902",1902/01/20,"January 20th, 1902",20-01-1902,20 Jan 1902
1901-11-17,17/11/1901,11/17/1901,"17th November, 1901","November 17th, 1901",1901/11/17,"November 17th, 1901",17-11-1901,17 Nov 1901
2072-11-11,11/11/2072,11/11/2072,"11th November, 2072","November 11th, 2072",2072/11/11,"November 11th, 2072",11-11-2072,11 Nov 2072
2022-02-21,21/02/2022,02/21/2022,"21st February, 2022","February 21st, 2022",2022/02/21,"February 21st, 2022",21-02-2022,21 Feb 2022
1953-03-30,30/03/1953,03/30/1953,"30th March, 1953","March 30th, 1953",1953/03/30,"March 30th, 1953",30-03-1953,30 Mar 1953
2090-06-27,27/06/2090,06/27/2090,"27th June, 2090","June 27th, 2090",2090/06/27,"June 27th, 2090",27-06-2090,27 Jun 2090
1932-02-04,04/02/1932,02/04/1932,"4th February, 1932","February 4th, 1932",1932/02/04,"February 4th, 1932",04-02-1932,04 Feb 1932
1948-03-31,31/03/1948,03/31/1948,"31st March, 1948","March 31st, 1948",1948/03/31,"March 31st, 1948",31-03-1948,31 Mar 1948
1916-05-19,19/05/1916,05/19/1916,"19th May, 1916","May 19th, 1916",1916/05/19,"May 19th, 1916",19-05-1916,19 May 1916
1906-03-06,06/03/1906,03/06/1906,"6th March, 1906","March 6th, 1906",1906/03/06,"March 6th, 1906",06-03-1906,06 Mar 1906
1915-11-10,10/11/1915,11/10/1915,"10th November, 1915","November 10th, 1915",1915/11/10,"November 10th, 1915",10-11-1915,10 Nov 1915
2015-09-30,30/09/2015,09/30/2015,"30th September, 2015","September 30th, 2015",2015/09/30,"September 30th, 2015",30-09-2015,30 Sep 2015
1969-06-22,22/06/1969,06/22/1969,"22nd June, 1969","June 22nd, 1969",1969/06/22,"June 22nd, 1969",22-06-1969,22 Jun 1969
2039-02-20,20/02/2039,02/20/2039,"20th February, 2039","February 20th, 2039",2039/02/20,"February 20th, 2039",20-02-2039,20 Feb 2039
1987-03-14,14/03/1987,03/14/1987,"14th March, 1987","March 14th, 1987",1987/03/14,"March 14th, 1987",14-03-1987,14 Mar 1987
2012-06-16,16/06/2012,06/16/2012,"16th June, 2012","June 16th, 2012",2012/06/16,"June 16th, 2012",16-06-2012,16 Jun 2012
1914-08-02,02/08/1914,08/02/1914,"2nd August, 1914","August 2nd, 1914",1914/08/02,"August 2nd, 1914",02-08-1914,02 Aug 1914
2038-10-18,18/10/2038,10/18/2038,"18th October, 2038","October 18th, 2038",2038/10/18,"October 18th, 2038",18-10-2038,18 Oct 2038
2059-01-05,05/01/2059,01/05/2059,"5th January, 2059","January 5th, 2059",2059/01/05,"January 5th, 2059",05-01-2059,05 Jan 2059
1991-08-29,29/08/1991,08/29/1991,"29th August, 1991","August 29th, 1991",1991/08/29,"August 29th, 1991",29-08-1991,29 Aug 1991
2055-09-20,20/09/2055,09/20/2055,"20th September, 2055","September 20th, 2055",2055/09/20,"September 20th, 2055",20-09-2055,20 Sep 2055
1993-03-31,31/03/1993,03/31/1993,"31st March, 1993","March 31st, 1993",1993/03/31,"March 31st, 1993",31-03-1993,31 Mar 1993
2009-11-08,08/11/2009,11/08/2009,"8th November, 2009","November 8th, 2009",2009/11/08,"November 8th, 2009",08-11-2009,08 Nov 2009
2070-07-18,18/07/2070,07/18/2070,"18th July, 2070","July 18th, 2070",2070/07/18,"July 18th, 2070",18-07-2070,18 Jul 2070
1960-04-01,01/04/1960,04/01/1960,"1st April, 1960","April 1st, 1960",1960/04/01,"April 1st, 1960",01-04-1960,01 Apr 1960
2084-03-12,12/03/2084,03/12/2084,"12th March, 2084","March 12th, 2084",2084/03/12,"March 12th, 2084",12-03-2084,12 Mar 2084
1989-01-01,01/01/1989,01/01/1989,"1st January, 1989","January 1st, 1989",1989/01/01,"January 1st, 1989",01-01-1989,01 Jan 1989
1969-12-07,07/12/1969,12/07/1969,"7th December, 1969","December 7th, 1969",1969/12/07,"December 7th, 1969",07-12-1969,07 Dec 1969
1925-12-10,10/12/1925,12/10/1925,"10th December, 1925","December 10th, 1925",1925/12/10,"December 10th, 1925",10-12-1925,10 Dec 1925
1981-02-15,15/02/1981,02/15/1981,"15th February, 1981","February 15th, 1981",1981/02/15,"February 15th, 1981",15-02-1981,15 Feb 1981
2059-11-26,26/11/2059,11/26/2059,"26th November, 2059","November 26th, 2059",2059/11/26,"November 26th, 2059",26-11-2059,26 Nov 2059
1928-05-14,14/05/1928,05/14/1928,"14th May, 1928","May 14th, 1928",1928/05/14,"May 14th, 1928",14-05-1928,14 May 1928
1987-09-25,25/09/1987,09/25/1987,"25th September, 1987","September 25th, 1987",1987/09/25,"September 25th, 1987",25-09-1987,25 Sep 1987
2059-09-17,17/09/2059,09/17/2059,"17th September, 2059","September 17th, 2059",2059/09/17,"September 17th, 2059",17-09-2059,17 Sep 2059
2017-12-10,10/12/2017,12/10/2017,"10th December, 2017","December 10th, 2017",2017/12/10,"December 10th, 2017",10-12-2017,10 Dec 2017
1952-11-18,18/11/1952,11/18/1952,"18th November, 1952","November 18th, 1952",1952/11/18,"November 18th, 1952",18-11-1952,18 Nov 1952
1927-01-14,14/01/1927,01/14/1927,"14th January, 1927","January 14th, 1927",1927/01/14,"January 14th, 1927",14-01-1927,14 Jan 1927
2092-12-22,22/12/2092,12/22/2092,"22nd December, 2092","December 22nd, 2092",2092/12/22,"December 22nd, 2092",22-12-2092,22 Dec 2092
1970-06-02,02/06/1970,06/02/1970,"2nd June, 1970","June 2nd, 1970",1970/06/02,"June 2nd, 1970",02-06-1970,02 Jun 1970
2092-01-20,20/01/2092,01/20/2092,"20th January, 2092","January 20th, 2092",2092/01/20,"January 20th, 2092",20-01-2092,20 Jan 2092
2000-05-31,31/05/2000,05/31/2000,"31st May, 2000","May 31st, 2000",2000/05/31,"May 31st, 2000",31-05-2000,31 May 2000
1998-03-18,18/03/1998,03/18/1998,"18th March, 1998","March 18th, 1998",1998/03/18,"March 18th, 1998",18-03-1998,18 Mar 1998
2042-01-02,02/01/2042,01/02/2042,"2nd January, 2042","January 2nd, 2042",2042/01/02,"January 2nd, 2042",02-01-2042,02 Jan 2042
1935-09-26,26/09/1935,09/26/1935,"26th September, 1935","September 26th, 1935",1935/09/26,"September 26th, 1935",26-09-1935,26 Sep 1935
1922-04-20,20/04/1922,04/20/1922,"20th April, 1922","April 20th, 1922",1922/04/20,"April 20th, 1922",20-04-1922,20 Apr 1922
1939-11-08,08/11/1939,11/08/1939,"8th November, 1939","November 8th, 1939",1939/11/08,"November 8th, 1939",08-11-1939,08 Nov 1939
2076-07-27,27/07/2076,07/27/2076,"27th July, 2076","July 27th, 2076",2076/07/27,"July 27th, 2076",27-07-2076,27 Jul 2076
2007-11-25,25/11/2007,11/25/2007,"25th November, 2007","November 25th, 2007",2007/11/25,"November 25th, 2007",25-11-2007,25 Nov 2007
2047-07-14,14/07/2047,07/14/2047,"14th July, 2047","July 14th, 2047",2047/07/14,"July 14th, 2047",14-07-2047,14 Jul 2047
1982-11-09,09/11/1982,11/09/1982,"9th November, 1982","November 9th, 1982",1982/11/09,"November 9th, 1982",09-11-1982,09 Nov 1982
2069-10-14,14/10/2069,10/14/2069,"14th October, 2069","October 14th, 2069",2069/10/14,"October 14th, 2069",14-10-2069,14 Oct 2069
2031-01-08,08/01/2031,01/08/2031,"8th January, 2031","January 8th, 2031",2031/01/08,"January 8th, 2031",08-01-2031,08 Jan 2031
2061-07-14,14/07/2061,07/14/2061,"14th July, 2061","July 14th, 2061",2061/07/14,"July 14th, 2061",14-07-2061,14 Jul 2061
1934-10-11,11/10/1934,10/11/1934,"11th October, 1934","October 11th, 1934",1934/10/11,"October 11th, 1934",11-10-1934,11 Oct 1934
2077-09-29,29/09/2077,09/29/2077,"29th September, 2077","September 29th, 2077",2077/09/29,"September 29th, 2077",29-09-2077,29 Sep 2077
1957-12-01,01/12/1957,12/01/1957,"1st December, 1957","December 1st, 1957",1957/12/01,"December 1st, 1957",01-12-1957,01 Dec 1957
1960-01-13,13/01/1960,01/13/1960,"13th January, 1960","January 13th, 1960",1960/01/13,"January 13th, 1960",13-01-1960,13 Jan 1960
2045-09-23,23/09/2045,09/23/2045,"23rd September, 2045","September 23rd, 2045",2045/09/23,"September 23rd, 2045",23-09-2045,23 Sep 2045
1949-12-18,18/12/1949,12/18/1949,"18th December, 1949","December 18th, 1949",1949/12/18,"December 18th, 1949",18-12-1949,18 Dec 1949
2038-07-02,02/07/2038,07/02/2038,"2nd July, 2038","July 2nd, 2038",2038/07/02,"July 2nd, 2038",02-07-2038,02 Jul 2038
2094-12-04,04/12/2094,12/04/2094,"4th December, 2094","December 4th, 2094",2094/12/04,"December 4th, 2094",04-12-2094,04 Dec 2094
1977-01-18,18/01/1977,01/18/1977,"18th January, 1977","January 18th, 1977",1977/01/18,"January 18th, 1977",18-01-1977,18 Jan 1977
2044-11-17,17/11/2044,11/17/2044,"17th November, 2044","November 17th, 2044",2044/11/17,"November 17th, 2044",17-11-2044,17 Nov 2044
2012-03-31,31/03/2012,03/31/2012,"31st March, 2012","March 31st, 2012",2012/03/31,"March 31st, 2012",31-03-2012,31 Mar 2012
1986-10-01,01/10/1986,10/01/1986,"1st October, 1986","October 1st, 1986",1986/10/01,"October 1st, 1986",01-10-1986,01 Oct 1986
2033-12-10,10/12/2033,12/10/2033,"10th December, 2033","December 10th, 2033",2033/12/10,"December 10th, 2033",10-12-2033,10 Dec 2033
1915-12-09,09/12/1915,12/09/1915,"9th December, 1915","December 9th, 1915",1915/12/09,"December 9th, 1915",09-12-1915,09 Dec 1915
2034-03-01,01/03/2034,03/01/2034,"1st March, 2034","March 1st, 2034",2034/03/01,"March 1st, 2034",01-03-2034,01 Mar 2034
1987-04-11,11/04/1987,04/11/1987,"11th April, 1987","April 11th, 1987",1987/04/11,"April 11th, 1987",11-04-1987,11 Apr 1987
1987-10-04,04/10/1987,10/04/1987,"4th October, 1987","October 4th, 1987",1987/10/04,"October 4th, 1987",04-10-1987,04 Oct 1987
1970-08-08,08/08/1970,08/08/1970,"8th August, 1970","August 8th, 1970",1970/08/08,"August 8th, 1970",08-08-1970,08 Aug 1970
2013-01-17,17/01/2013,01/17/2013,"17th January, 2013","January 17th, 2013",2013/01/17,"January 17th, 2013",17-01-2013,17 Jan 2013
2038-12-13,13/12/2038,12/13/2038,"13th December, 2038","December 13th, 2038",2038/12/13,"December 13th, 2038",13-12-2038,13 Dec 2038
2022-01-04,04/01/2022,01/04/2022,"4th January, 2022","January 4th, 2022",2022/01/04,"January 4th, 2022",04-01-2022,04 Jan 2022
1982-10-17,17/10/1982,10/17/1982,"17th October, 1982","October 17th, 1982",1982/10/17,"October 17th, 1982",17-10-1982,17 Oct 1982
1948-08-27,27/08/1948,08/27/1948,"27th August, 1948","August 27th, 1948",1948/08/27,"August 27th, 1948",27-08-1948,27 Aug 1948
2001-06-03,03/06/2001,06/03/2001,"3rd June, 2001","June 3rd, 2001",2001/06/03,"June 3rd, 2001",03-06-2001,03 Jun 2001
2062-11-15,15/11/2062,11/15/2062,"15th November, 2062","November 15th, 2062",2062/11/15,"November 15th, 2062",15-11-2062,15 Nov 2062
1915-12-14,14/12/1915,12/14/1915,"14th December, 1915","December 14th, 1915",1915/12/14,"December 14th, 1915",14-12-1915,14 Dec 1915
2038-01-02,02/01/2038,01/02/2038,"2nd January, 2038","January 2nd, 2038",2038/01/02,"January 2nd, 2038",02-01-2038,02 Jan 2038
2099-05-08,08/05/2099,05/08/2099,"8th May, 2099","May 8th, 2099",2099/05/08,"May 8th, 2099",08-05-2099,08 May 2099
1983-12-24,24/12/1983,12/24/1983,"24th December, 1983","December 24th, 1983",1983/12/24,"December 24th, 1983",24-12-1983,24 Dec 1983
2053-07-23,23/07/2053,07/23/2053,"23rd July, 2053","July 23rd, 2053",2053/07/23,"July 23rd, 2053",23-07-2053,23 Jul 2053
2068-12-26,26/12/2068,12/26/2068,"26th December, 2068","December 26th, 2068",2068/12/26,"December 26th, 2068",26-12-2068,26 Dec 2068
2031-07-08,08/07/2031,07/08/2031,"8th July, 2031","July 8th, 2031",2031/07/08,"July 8th, 2031",08-07-2031,08 Jul 2031
1987-07-17,17/07/1987,07/17/1987,"17th July, 1987","July 17th, 1987",1987/07/17,"July 17th, 1987",17-07-1987,17 Jul 1987
2034-07-03,03/07/2034,07/03/2034,"3rd July, 2034","July 3rd, 2034",2034/07/03,"July 3rd, 2034",03-07-2034,03 Jul 2034
1993-05-12,12/05/1993,05/12/1993,"12th May, 1993","May 12th, 1993",1993/05/12,"May 12th, 1993",12-05-1993,12 May 1993
2097-07-02,02/07/2097,07/02/2097,"2nd July, 2097","July 2nd, 2097",2097/07/02,"July 2nd, 2097",02-07-2097,02 Jul 2097
1954-08-19,19/08/1954,08/19/1954,"19th August, 1954","August 19th, 1954",1954/08/19,"August 19th, 1954",19-08-1954,19 Aug 1954
2027-01-17,17/01/2027,01/17/2027,"17th January, 2027","January 17th, 2027",2027/01/17,"January 17th, 2027",17-01-2027,17 Jan 2027
1961-07-05,05/07/1961,07/05/1961,"5th July, 1961","July 5th, 1961",1961/07/05,"July 5th, 1961",05-07-1961,05 Jul 1961
2080-01-31,31/01/2080,01/31/2080,"31st January, 2080","January 31st, 2080",2080/01/31,"January 31st, 2080",31-01-2080,31 Jan 2080
2096-11-24,24/11/2096,11/24/2096,"24th November, 2096","November 24th, 2096",2096/11/24,"November 24th, 2096",24-11-2096,24 Nov 2096
2065-04-24,24/04/2065,04/24/2065,"24th April, 2065","April 24th, 2065",2065/04/24,"April 24th, 2065",24-04-2065,24 Apr 2065
1900-01-22,22/01/1900,01/22/1900,"22nd January, 1900","January 22nd, 1900",1900/01/22,"January 22nd, 1900",22-01-1900,22 Jan 1900
1979-08-25,25/08/1979,08/25/1979,"25th August, 1979","August 25th, 1979",1979/08/25,"August 25th, 1979",25-08-1979,25 Aug 1979
2086-05-28,28/05/2086,05/28/2086,"28th May, 2086","May 28th, 2086",2086/05/28,"May 28th, 2086",28-05-2086,28 May 2086
1961-07-04,04/07/1961,07/04/1961,"4th July, 1961","July 4th, 1961",1961/07/04,"July 4th, 1961",04-07-1961,04 Jul 1961
2031-05-09,09/05/2031,05/09/2031,"9th May, 2031","May 9th, 2031",2031/05/09,"May 9th, 2031",09-05-2031,09 May 2031
1960-04-09,09/04/1960,04/09/1960,"9th April, 1960","April 9th, 1960",1960/04/09,"April 9th, 1960",09-04-1960,09 Apr 1960
1913-04-24,24/04/1913,04/24/1913,"24th April, 1913","April 24th, 1913",1913/04/24,"April 24th, 1913",24-04-1913,24 Apr 1913
2094-02-26,26/02/2094,02/26/2094,"26th February, 2094","February 26th, 2094",2094/02/26,"February 26th, 2094",26-02-2094,26 Feb 2094
1910-03-17,17/03/1910,03/17/1910,"17th March, 1910","March 17th, 1910",1910/03/17,"March 17th, 1910",17-03-1910,17 Mar 1910
1930-10-25,25/10/1930,10/25/1930,"25th October, 1930","October 25th, 1930",1930/10/25,"October 25th, 1930",25-10-1930,25 Oct 1930
1958-01-17,17/01/1958,01/17/1958,"17th January, 1958","January 17th, 1958",1958/01/17,"January 17th, 1958",17-01-1958,17 Jan 1958
1968-09-08,08/09/1968,09/08/1968,"8th September, 1968","September 8th, 1968",1968/09/08,"September 8th, 1968",08-09-1968,08 Sep 1968
2048-01-07,07/01/2048,01/07/2048,"7th January, 2048","January 7th, 2048",2048/01/07,"January 7th, 2048",07-01-2048,07 Jan 2048
1981-09-11,11/09/1981,09/11/1981,"11th September, 1981","September 11th, 1981",1981/09/11,"September 11th, 1981",11-09-1981,11 Sep 1981
2050-07-16,16/07/2050,07/16/2050,"16th July, 2050","July 16th, 2050",2050/07/16,"July 16th, 2050",16-07-2050,16 Jul 2050
1971-09-15,15/09/1971,09/15/1971,"15th September, 1971","September 15th, 1971",1971/09/15,"September 15th, 1971",15-09-1971,15 Sep 1971
2099-07-17,17/07/2099,07/17/2099,"17th July, 2099","July 17th, 2099",2099/07/17,"July 17th, 2099",17-07-2099,17 Jul 2099
2027-06-11,11/06/2027,06/11/2027,"11th June, 2027","June 11th, 2027",2027/06/11,"June 11th, 2027",11-06-2027,11 Jun 2027
2080-07-04,04/07/2080,07/04/2080,"4th July, 2080","July 4th, 2080",2080/07/04,"July 4th, 2080",04-07-2080,04 Jul 2080
1921-11-23,23/11/1921,11/23/1921,"23rd November, 1921","November 23rd, 1921",1921/11/23,"November 23rd, 1921",23-11-1921,23 Nov 1921
1954-02-05,05/02/1954,02/05/1954,"5th February, 1954","February 5th, 1954",1954/02/05,"February 5th, 1954",05-02-1954,05 Feb 1954
1952-02-19,19/02/1952,02/19/1952,"19th February, 1952","February 19th, 1952",1952/02/19,"February 19th, 1952",19-02-1952,19 Feb 1952
2079-12-24,24/12/2079,12/24/2079,"24th December, 2079","December 24th, 2079",2079/12/24,"December 24th, 2079",24-12-2079,24 Dec 2079
2077-09-16,16/09/2077,09/16/2077,"16th September, 2077","September 16th, 2077",2077/09/16,"September 16th, 2077",16-09-2077,16 Sep 2077
2063-07-11,11/07/2063,07/11/2063,"11th July, 2063","July 11th, 2063",2063/07/11,"July 11th, 2063",11-07-2063,11 Jul 2063
1913-02-01,01/02/1913,02/01/1913,"1st February, 1913","February 1st, 1913",1913/02/01,"February 1st, 1913",01-02-1913,01 Feb 1913
1900-10-21,21/10/1900,10/21/1900,"21st October, 1900","October 21st, 1900",1900/10/21,"October 21st, 1900",21-10-1900,21 Oct 1900
2013-03-31,31/03/2013,03/31/2013,"31st March, 2013","March 31st, 2013",2013/03/31,"March 31st, 2013",31-03-2013,31 Mar 2013
2062-04-12,12/04/2062,04/12/2062,"12th April, 2062","April 12th, 2062",2062/04/12,"April 12th, 2062",12-04-2062,12 Apr 2062
2019-09-22,22/09/2019,09/22/2019,"22nd September, 2019","September 22nd, 2019",2019/09/22,"September 22nd, 2019",22-09-2019,22 Sep 2019
2096-05-08,08/05/2096,05/08/2096,"8th May, 2096","May 8th, 2096",2096/05/08,"May 8th, 2096",08-05-2096,08 May 2096
1975-04-21,21/04/1975,04/21/1975,"21st April, 1975","April 21st, 1975",1975/04/21,"April 21st, 1975",21-04-1975,21 Apr 1975
2041-03-09,09/03/2041,03/09/2041,"9th March, 2041","March 9th, 2041",2041/03/09,"March 9th, 2041",09-03-2041,09 Mar 2041
2080-02-05,05/02/2080,02/05/2080,"5th February, 2080","February 5th, 2080",2080/02/05,"February 5th, 2080",05-02-2080,05 Feb 2080
2023-01-14,14/01/2023,01/14/2023,"14th January, 2023","January 14th, 2023",2023/01/14,"January 14th, 2023",14-01-2023,14 Jan 2023
1967-02-22,22/02/1967,02/22/1967,"22nd February, 1967","February 22nd, 1967",1967/02/22,"February 22nd, 1967",22-02-1967,22 Feb 1967
2075-04-17,17/04/2075,04/17/2075,"17th April, 2075","April 17th, 2075",2075/04/17,"April 17th, 2075",17-04-2075,17 Apr 2075
2074-01-30,30/01/2074,01/30/2074,"30th January, 2074","January 30th, 2074",2074/01/30,"January 30th, 2074",30-01-2074,30 Jan 2074
